id;name;host_id;host_name;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm
6.50033E+17;Dwellfort | Charming Apartment in a Fabulous Area;212297195;Sophia;Praha 2;50,071569;14,435578;Entire home/apt;1950;1;506;20/06/2025;13,88;63;263;206
6.50043E+17;Dwellfort | Lovely Studio in a Vibrant District;212297195;Sophia;Praha 2;50,071569;14,435578;Entire home/apt;1618;1;529;19/06/2025;14,51;63;264;204
6.50055E+17;KING-BED Lux AIR-BNB w/AC in KarlÌn!;464430551;Martin;Praha 8;50,096474;14,4517;Entire home/apt;2260;2;29;04/05/2025;0,83;4;112;10
6.50547E+17;OLD TOWN  - Studio Petrin Tower;3287258;David;Praha 1;50,08496;14,40372;Entire home/apt;2409;1;31;05/06/2025;0,85;25;349;4
6.50556E+17;Modern Apartment in the Heart of Vröovice;42572497;VladimÌr;Praha 10;50,070118;14,456981;Entire home/apt;;1;62;08/06/2025;2,59;2;349;25
6.50652E+17;Room in shared flat with private bathroom;380471389;Jakub;Praha 2;50,07216;14,429008;Private room;752;30;0;NA;0;92;89;0
6.50724E+17;King Size Sunny Home ? 19 minutes to Center;455048470;Daniel;Praha 11;50,037279;14,50427;Entire home/apt;1367;3;78;01/06/2025;2,17;3;191;24
6.51036E+17;Private room in central Prague Floor 2, apt 3;199610462;Jessica;Praha 2;50,077337;14,421709;Private room;900;2;8;06/08/2023;0,22;73;36;0
6.51038E+17;Private room in central Prague Floor 2, apt 3;199610462;Jessica;Praha 2;50,077337;14,421709;Private room;904;2;6;15/08/2022;0,17;73;43;0
6.51115E+17;Nice room to rent in shared flat in center;380471389;Jakub;Praha 2;50,071922;14,430391;Private room;;30;1;20/07/2022;0,03;92;19;0
6.51223E+17;Cozy studio with a balcony by Wenceslas Square A52;445304659;MarkÈta;Praha 1;50,0862;14,42292;Entire home/apt;2636;2;140;17/06/2025;3,91;7;138;51
6.51258E+17;2BR + 2bath LOFT & ATTIC Terrace city centre V!EWS;106531182;Lucy & Martin;Praha 3;50,08537;14,45028;Entire home/apt;4209;2;229;11/06/2025;6,36;10;190;79
6.51276E+17;2BR LOFT & Space City Centre Terrace V!EW;106531182;Lucy & Martin;Praha 3;50,08576;14,45012;Entire home/apt;1350;2;226;17/06/2025;6,27;10;221;88
6.51307E+17;Small but nice flat for a couple & parking;32658262;Irina;Praha 2;50,07448;14,431;Entire home/apt;1665;3;32;01/06/2025;0,89;4;335;8
6.51849E+17;Students room in center of Prague;380471389;Jakub;Praha 2;50,072444;14,43057;Private room;693;30;2;31/08/2024;0,06;92;45;1
6.5198E+17;Nice modern room to rent Prague Nove mesto;380471389;Jakub;Praha 2;50,073772;14,428348;Private room;;30;1;26/08/2023;0,05;92;1;0
6.52169E+17;Prague Zbraslav Old Garden;187968892;Leo;Zbraslav;49,953912;14,379637;Entire home/apt;;3;0;NA;0;1;0;0
6.53277E+17;4BR+2Bath Modern Apartment in city centre;103146185;Michal&Michael;Praha 1;50,078599;14,416169;Entire home/apt;7792;2;200;30/05/2025;5,49;45;323;65
6.5341E+17;Lovely apartments Happy Days in the center 408;2420885;Marina & Alex;Praha 2;50,07612;14,43068;Entire home/apt;1393;3;60;18/04/2025;1,74;84;147;22
6.53411E+17;PRAGUEís HIDDEN PEARL;465165129;Huyen;Praha 5;50,070112;14,40063;Entire home/apt;1368;1;83;28/05/2025;2,28;1;56;24
6.53443E+17;Wenceslas Square - studio in the city center;24923614;Filip;Praha 1;50,08131;14,429923;Entire home/apt;1362;2;256;07/06/2025;7,2;1;289;82
6.54062E+17;Cozy apart 504 Happy Days in the center of Prague;2420885;Marina & Alex;Praha 1;50,07781;14,42889;Entire home/apt;1393;3;50;16/06/2025;1,42;84;136;19
6.54074E+17;Lovely Apart 306 Happy Day in the Centre of Prague;2420885;Marina & Alex;Praha 2;50,07786;14,43074;Entire home/apt;1513;3;45;09/06/2025;1,31;84;132;15
6.54083E+17;Small Nice and comfortable Studio Apartment 508;2420885;Marina & Alex;Praha 2;50,07575;14,42842;Entire home/apt;1393;3;76;11/06/2025;2,13;84;120;27
6.54103E+17;Lovely Apartment Happy Days in the Centre 506;2420885;Marina & Alex;Praha 1;50,07788;14,43014;Entire home/apt;1393;3;82;25/05/2025;2,26;84;116;39
6.54344E+17;Zrekonstruovan˝ 3+1 + zimnÌ zahrada;465408992;Monika;Praha 3;50,07717;14,4494;Private room;;365;2;28/07/2024;0,17;1;89;2
6.54364E+17;Dwellfort | Lovely Apartment in a Fabulous Area;212297195;Sophia;Praha 2;50,071569;14,435578;Entire home/apt;2042;1;273;18/06/2025;7,5;63;299;186
6.54373E+17;Dwellfort | Luxury Two Bedroom Apartment, Terrace;212297195;Sophia;Praha 2;50,071569;14,435578;Entire home/apt;3505;1;88;06/06/2025;2,5;63;262;32
